raster,flood_pixels,total_valid_pixels,pixel_area_m2,flooded_area_m2,flooded_area_km2,percent_flooded
flood_mask_2324_BNG.tif,51877,1966152,701.0250063515784,36367074.254500836,36.367074254500835,2.6385040424138113
